-10.00000,2.87491
-9.90000,2.86097
-9.80000,2.84658
-9.70000,2.83173
-9.60000,2.81640
-9.50000,2.80058
-9.40000,2.78425
-9.30000,2.76739
-9.20000,2.74999
-9.10000,2.73203
-9.00000,2.71349
-8.90000,2.69435
-8.80000,2.67459
-8.70000,2.65420
-8.60000,2.63315
-8.50000,2.61143
-8.40000,2.58900
-8.30000,2.56586
-8.20000,2.54197
-8.10000,2.51732
-8.00000,2.49187
-7.90000,2.46562
-7.80000,2.43852
-7.70000,2.41057
-7.60000,2.38172
-7.50000,2.35197
-7.40000,2.32127
-7.30000,2.28961
-7.20000,2.25696
-7.10000,2.22329
-7.00000,2.18857
-6.90000,2.15278
-6.80000,2.11589
-6.70000,2.07788
-6.60000,2.03871
-6.50000,1.99836
-6.40000,1.95680
-6.30000,1.91401
-6.20000,1.86995
-6.10000,1.82462
-6.00000,1.77798
-5.90000,1.73001
-5.80000,1.68068
-5.70000,1.62999
-5.60000,1.57792
-5.50000,1.52444
-5.40000,1.46954
-5.30000,1.41322
-5.20000,1.35548
-5.10000,1.29630
-5.00000,1.23569
-4.90000,1.17366
-4.80000,1.11022
-4.70000,1.04538
-4.60000,0.97918
-4.50000,0.91165
-4.40000,0.84283
-4.30000,0.77277
-4.20000,0.70153
-4.10000,0.62919
-4.00000,0.55582
-3.90000,0.48154
-3.80000,0.40645
-3.70000,0.33068
-3.60000,0.25439
-3.50000,0.17773
-3.40000,0.10091
-3.30000,0.02412
-3.20000,-0.05239
-3.10000,-0.12836
-3.00000,-0.20351
-2.90000,-0.27752
-2.80000,-0.35005
-2.70000,-0.42071
-2.60000,-0.48911
-2.50000,-0.55481
-2.40000,-0.61733
-2.30000,-0.67618
-2.20000,-0.73083
-2.10000,-0.78074
-2.00000,-0.82533
-1.90000,-0.86403
-1.80000,-0.89624
-1.70000,-0.92138
-1.60000,-0.93889
-1.50000,-0.94823
-1.40000,-0.94890
-1.30000,-0.94048
-1.20000,-0.92263
-1.10000,-0.89510
-1.00000,-0.85778
-0.90000,-0.81071
-0.80000,-0.75408
-0.70000,-0.68828
-0.60000,-0.61387
-0.50000,-0.53162
-0.40000,-0.44249
-0.30000,-0.34760
-0.20000,-0.24824
-0.10000,-0.14583
-0.00000,-0.04187
0.10000,0.06208
0.20000,0.16449
0.30000,0.26385
0.40000,0.35874
0.50000,0.44788
0.60000,0.53013
0.70000,0.60454
0.80000,0.67034
0.90000,0.72696
1.00000,0.77403
1.10000,0.81135
1.20000,0.83888
1.30000,0.85674
1.40000,0.86516
1.50000,0.86448
1.60000,0.85515
1.70000,0.83764
1.80000,0.81249
1.90000,0.78028
2.00000,0.74159
2.10000,0.69699
2.20000,0.64709
2.30000,0.59243
2.40000,0.53358
2.50000,0.47106
2.60000,0.40537
2.70000,0.33697
2.80000,0.26630
2.90000,0.19378
3.00000,0.11976
3.10000,0.04461
3.20000,-0.03136
3.30000,-0.10787
3.40000,-0.18465
3.50000,-0.26148
3.60000,-0.33813
3.70000,-0.41442
3.80000,-0.49019
3.90000,-0.56528
4.00000,-0.63957
4.10000,-0.71293
4.20000,-0.78528
4.30000,-0.85652
4.40000,-0.92658
4.50000,-0.99540
4.60000,-1.06293
4.70000,-1.12913
4.80000,-1.19396
4.90000,-1.25740
5.00000,-1.31943
5.10000,-1.38004
5.20000,-1.43922
5.30000,-1.49697
5.40000,-1.55329
5.50000,-1.60818
5.60000,-1.66166
5.70000,-1.71374
5.80000,-1.76443
5.90000,-1.81375
6.00000,-1.86172
6.10000,-1.90836
6.20000,-1.95370
6.30000,-1.99775
6.40000,-2.04054
6.50000,-2.08210
6.60000,-2.12245
6.70000,-2.16162
6.80000,-2.19964
6.90000,-2.23653
7.00000,-2.27232
7.10000,-2.30703
7.20000,-2.34070
7.30000,-2.37336
7.40000,-2.40502
7.50000,-2.43571
7.60000,-2.46547
7.70000,-2.49431
7.80000,-2.52227
7.90000,-2.54936
8.00000,-2.57562
8.10000,-2.60106
8.20000,-2.62571
8.30000,-2.64960
8.40000,-2.67275
8.50000,-2.69517
8.60000,-2.71690
8.70000,-2.73795
8.80000,-2.75834
8.90000,-2.77809
9.00000,-2.79723
9.10000,-2.81577
9.20000,-2.83373
9.30000,-2.85113
9.40000,-2.86799
9.50000,-2.88432
9.60000,-2.90014
9.70000,-2.91547
9.80000,-2.93032
9.90000,-2.94471
10.00000,-2.95865
